index,username,puzzle,allTbObTee,lastThreeTbObTee,allCbTe,lastThreeCbTe,allC,lastThreeC,allT,lastThreeT,allCbCe,lastThreeCbCe,allTbCe,lastThreeTbCe,allTbCOe,lastThreeTbCOe,allTbObCee,lastThreeTbObCee,allCbTbCee,lastThreeCbTbCee,allTbCObTee,lastThreeTbCObTee,allTbOe,lastThreeTbOe,cogLoad,structureQuits,structureConsectiveQuits,numStmtsInLock,numConstructsInLock,numStmtsAfterLock,numConstructsAfterLock,nestingDepth,unfamMethods,structContent,uniqueStmts,CCnt,CbCeCnt,CbTbCeeCnt,CbTeCnt,TCnt,TbCeCnt,TbCObTeeCnt,TbCOeCnt,TbObCeeCnt,TbObTeeCnt,TbOeCnt,all_cogLoad,str_cogLoadAvg,str_numAttemptsAvg,str_changeInScoreAvg,str_numAttemptsConstructErrorsAvg,str_changeInConstructScoreAvg,str_postRefPlayScore Avg,str_numAttemptsOfdoTogetherRearrangementsAvg,str_numAttemptsOfoneOrZeroInDoTAvg,str_numAttemptsWithoutOrderingBoxAvg,str_constructReverseUsageAvg,str_countsOfPlayConsecutivelyAvg,str_countsOfPlayPuzConsecutivelyAvg,str_countsOfPlayRefConsecutivelyAvg,str_countsOfPlayRatioAvg,str_noRefPlayedBoolean,str_numRepeatedErrorWithInsertionsAvg,str_numCorrectedFirstWrongIndexAvg,str_numReducedFirstWrongIndexAvg,str_numRepeatedFirstWrongStmtAvg,str_numMoveSameStmtConsecutivelyAvg,str_numPlaySameSetAvg,str_numCorrectButNotPlayedAvg,str_numResetAvg,str_numStepsAvg,str_numStepsDecCorrectInOrderingBoxAvg,str_numStepsSeparatedNestsAvg,str_numStmtsInLockAvg,str_numConstructsInLockAvg,str_numStmtsAfterLockAvg,str_numConstructsAfterLockAvg,str_nestingDepthAvg,str_unfamMethodsAvg,str_structContentAvg,str_uniqueStmtsAvg,str_CCntAvg,str_CbCeCntAvg,str_CbTbCeeCntAvg,str_CbTeCntAvg,str_TCntAvg,str_TbCeCntAvg,str_TbCObTeeCntAvg,str_TbCOeCntAvg,str_TbObCeeCntAvg,str_TbObTeeCntAvg,str_TbOeCntAvg,notStr_cogLoadAvg,notStr_numAttemptsAvg,notStr_changeInScoreAvg,notStr_numAttemptsConstructErrorsAvg,notStr_changeInConstructScoreAvg,notStr_postRefPlayScore Avg,notStr_numAttemptsOfdoTogetherRearrangementsAvg,notStr_numAttemptsOfoneOrZeroInDoTAvg,notStr_numAttemptsWithoutOrderingBoxAvg,notStr_constructReverseUsageAvg,notStr_countsOfPlayConsecutivelyAvg,notStr_countsOfPlayPuzConsecutivelyAvg,notStr_countsOfPlayRefConsecutivelyAvg,notStr_countsOfPlayRatioAvg,notStr_noRefPlayedBoolean,notStr_numRepeatedErrorWithInsertionsAvg,notStr_numCorrectedFirstWrongIndexAvg,notStr_numReducedFirstWrongIndexAvg,notStr_numRepeatedFirstWrongStmtAvg,notStr_numMoveSameStmtConsecutivelyAvg,notStr_numPlaySameSetAvg,notStr_numCorrectButNotPlayedAvg,notStr_numResetAvg,notStr_numStepsAvg,notStr_numStepsDecCorrectInOrderingBoxAvg,notStr_numStepsSeparatedNestsAvg,notStr_numStmtsInLockAvg,notStr_numConstructsInLockAvg,notStr_numStmtsAfterLockAvg,notStr_numConstructsAfterLockAvg,notStr_nestingDepthAvg,notStr_unfamMethodsAvg,notStr_structContentAvg,notStr_uniqueStmtsAvg,notStr_CCntAvg,notStr_CbCeCntAvg,notStr_CbTbCeeCntAvg,notStr_CbTeCntAvg,notStr_TCntAvg,notStr_TbCeCntAvg,notStr_TbCObTeeCntAvg,notStr_TbCOeCntAvg,notStr_TbObCeeCntAvg,notStr_TbObTeeCntAvg,notStr_TbOeCntAvg,lastThree_cogLoadAvg,lastThree_numAttemptsAvg,lastThree_changeInScoreAvg,lastThree_numAttemptsConstructErrorsAvg,lastThree_changeInConstructScoreAvg,lastThree_postRefPlayScore Avg,lastThree_numAttemptsOfdoTogetherRearrangementsAvg,lastThree_numAttemptsOfoneOrZeroInDoTAvg,lastThree_numAttemptsWithoutOrderingBoxAvg,lastThree_constructReverseUsageAvg,lastThree_countsOfPlayConsecutivelyAvg,lastThree_countsOfPlayPuzConsecutivelyAvg,lastThree_countsOfPlayRefConsecutivelyAvg,lastThree_countsOfPlayRatioAvg,lastThree_noRefPlayedBoolean,lastThree_numRepeatedErrorWithInsertionsAvg,lastThree_numCorrectedFirstWrongIndexAvg,lastThree_numReducedFirstWrongIndexAvg,lastThree_numRepeatedFirstWrongStmtAvg,lastThree_numMoveSameStmtConsecutivelyAvg,lastThree_numPlaySameSetAvg,lastThree_numCorrectButNotPlayedAvg,lastThree_numResetAvg,lastThree_numStepsAvg,lastThree_numStepsDecCorrectInOrderingBoxAvg,lastThree_numStepsSeparatedNestsAvg,lastThree_numStmtsInLockAvg,lastThree_numConstructsInLockAvg,lastThree_numStmtsAfterLockAvg,lastThree_numConstructsAfterLockAvg,lastThree_nestingDepthAvg,lastThree_unfamMethodsAvg,lastThree_structContentAvg,lastThree_uniqueStmtsAvg,lastThree_CCntAvg,lastThree_CbCeCntAvg,lastThree_CbTbCeeCntAvg,lastThree_CbTeCntAvg,lastThree_TCntAvg,lastThree_TbCeCntAvg,lastThree_TbCObTeeCntAvg,lastThree_TbCOeCntAvg,lastThree_TbObCeeCntAvg,lastThree_TbObTeeCntAvg,lastThree_TbOeCntAvg,last_cogLoadAvg,last_numAttemptsAvg,last_changeInScoreAvg,last_numAttemptsConstructErrorsAvg,last_changeInConstructScoreAvg,last_postRefPlayScore Avg,last_numAttemptsOfdoTogetherRearrangementsAvg,last_numAttemptsOfoneOrZeroInDoTAvg,last_numAttemptsWithoutOrderingBoxAvg,last_constructReverseUsageAvg,last_countsOfPlayConsecutivelyAvg,last_countsOfPlayPuzConsecutivelyAvg,last_countsOfPlayRefConsecutivelyAvg,last_countsOfPlayRatioAvg,last_noRefPlayedBoolean,last_numRepeatedErrorWithInsertionsAvg,last_numCorrectedFirstWrongIndexAvg,last_numReducedFirstWrongIndexAvg,last_numRepeatedFirstWrongStmtAvg,last_numMoveSameStmtConsecutivelyAvg,last_numPlaySameSetAvg,last_numCorrectButNotPlayedAvg,last_numResetAvg,last_numStepsAvg,last_numStepsDecCorrectInOrderingBoxAvg,last_numStepsSeparatedNestsAvg,last_numStmtsInLockAvg,last_numConstructsInLockAvg,last_numStmtsAfterLockAvg,last_numConstructsAfterLockAvg,last_nestingDepthAvg,last_unfamMethodsAvg,last_structContentAvg,last_uniqueStmtsAvg,last_CCntAvg,last_CbCeCntAvg,last_CbTbCeeCntAvg,last_CbTeCntAvg,last_TCntAvg,last_TbCeCntAvg,last_TbCObTeeCntAvg,last_TbCOeCntAvg,last_TbObCeeCntAvg,last_TbObTeeCntAvg,last_TbOeCntAvg
48,cdHot Potato,repeat-ee.lgp,5,5,5,5,5,5,-1,-2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-4,0,0,0,0,3,1,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,-0.6,5,1.666666667,0.022222222,0,0,0,0,0,0,0,2,0,0,0.75,1,0.333333333,1,0,0.333333333,0.333333333,0.666666667,0,1,14.33333333,0.333333333,0,0,0,7.333333333,2,1,3.333333333,0.333333333,7,0,0,0,0,1.666666667,0,0,0,0,0,0,-3.333333333,4.666666667,0.922222222,0,0,0.438888889,0,0,1,0,4,0,0,1.316666667,0,1,2,0,0.333333333,0.666666667,1.333333333,0.333333333,0.666666667,21.33333333,0,0,0,0,7,2,0.666666667,2,0.333333333,6.666666667,0,0,0,0.333333333,1,0.333333333,0,0,0,0,0,-0.333333333,4.666666667,0.611111111,0,0,0.3,0,0,0,0,4.333333333,0,0,1.483333333,0,1,2.333333333,0,0.666666667,1,1,0.333333333,1,23.33333333,0,0,0,0,8,2,0.666666667,3.333333333,0,8,0,0,0,0.333333333,0.666666667,0.333333333,0,0,0,0,0,-2,5,0.933333333,0,0,0.4,0,0,0,0,3,0,0,1,0,2,2,0,0,1,1,0,1,31,0,0,0,0,9,3,1,5,0,9,0,0,0,0,1,0,0,0,0,0,0
49,cdHot Potato,repeat-f.lgp,5,5,5,5,-4,2,-1,-2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,4,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,-0.714285714,5,1.666666667,0.022222222,0,0,0,0,0,0,0,2,0,0,0.75,1,0.333333333,1,0,0.333333333,0.333333333,0.666666667,0,1,14.33333333,0.333333333,0,0,0,7.333333333,2,1,3.333333333,0.333333333,7,0,0,0,0,1.666666667,0,0,0,0,0,0,-3.333333333,3.666666667,0.588888889,0,0,0.633333333,0,0,0,0,3,0,0,1.4,0,0.666666667,2,0,0.666666667,0.666666667,1,0.333333333,0.333333333,17,0,0,0,0,6,1.333333333,0.666666667,2,0,6,0.666666667,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,-3.333333333,3.666666667,0.588888889,0,0,0.633333333,0,0,0,0,3,0,0,1.4,0,0.666666667,2,0,0.666666667,0.666666667,1,0.333333333,0.333333333,17,0,0,0,0,6,1.333333333,0.666666667,2,0,6,0.666666667,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,-4,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,1,0,1,0,0,6,0,0,0,0,3,1,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0
50,cdHot Potato,repeat-gg.lgp,5,5,5,5,2,2,-1,-2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-4,2,2,0,0,6,1,1,2,0,6,1,0,0,0,0,0,0,0,0,0,0,-0.428571429,5,3,-0.144444444,0,0,0.222222222,0,0,0,0,4,0,0,1.216666667,1,0.333333333,1,0,1,0.333333333,1,0,0.666666667,16,0,0,0,0,6.333333333,1.666666667,1,2.333333333,0.333333333,5.666666667,0.666666667,0.333333333,0,0,0.333333333,0,0,0,0,0,0,-3.333333333,3.666666667,0.588888889,0,0,0.633333333,0,0,0,0,3,0,0,1.4,0,0.666666667,2,0,0.666666667,0.666666667,1,0.333333333,0.333333333,17,0,0,0,0,6,1.333333333,0.666666667,2,0,6,0.666666667,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,2,2,-0.166666667,0,0,0.555555556,0,0,0,0,2.666666667,0,0,1.133333333,1,0,0.666666667,0,1,0,1,0,0,9.666666667,0,0,0,0,4.333333333,1,1,1,0.333333333,3.666666667,1.333333333,0.333333333,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,1,2,0,6,2,0,0,0,0,0,0,0,0,0,0
51,cdHot Potato,repeat-f.lgp,5,5,5,5,0,2,-1,-2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,0,0,4,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,-0.542857143,5,3,-0.144444444,0,0,0.222222222,0,0,0,0,4,0,0,1.216666667,1,0.333333333,1,0,1,0.333333333,1,0,0.666666667,16,0,0,0,0,6.333333333,1.666666667,1,2.333333333,0.333333333,5.666666667,0.666666667,0.333333333,0,0,0.333333333,0,0,0,0,0,0,-3.333333333,2.333333333,0.311111111,0,0,0.55,0,0,0,0,1.333333333,0,0,1.666666667,0,0.666666667,1.333333333,0,0.666666667,0.333333333,1,0,0.333333333,15,0,0,0,0,6,1.666666667,1,2.666666667,0,6,1,0,0,0,0.333333333,0,0,0,0,0,0,2,2,-0.166666667,0,0,0.305555556,0,0,0,0,2.333333333,0,0,1.133333333,1,0,0.666666667,0,1,0,1,0,0,10.33333333,0,0,0,0,5.333333333,1,1,1.333333333,0.333333333,4.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,-4,1,0,0,0,0.25,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,8,0,0,0,0,6,1,1,2,0,6,1,0,0,0,0,0,0,0,0,0,0
52,cdHot Potato,repeat-e.lgp,5,5,5,5,1,2,-1,-2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,0,0,6,1,1,2,0,6,2,0,0,0,0,0,0,0,0,0,0,-0.4,5,3,-0.333333333,0,0,0.111111111,0,0,0,0,3.333333333,0,0,0.8,1,0,0.666666667,0,1.333333333,0,1,0,0.666666667,15,0,0,0,0,4.666666667,1,1,0.666666667,0.666666667,3.333333333,0.666666667,0.666666667,0,0,0,0,0,0,0,0,0,-3.333333333,2.333333333,0.311111111,0,0,0.55,0,0,0,0,1.333333333,0,0,1.666666667,0,0.666666667,1.333333333,0,0.666666667,0.333333333,1,0,0.333333333,15,0,0,0,0,6,1.666666667,1,2.666666667,0,6,1,0,0,0,0.333333333,0,0,0,0,0,0,2,1.666666667,-0.166666667,0,0,-0.027777778,0,0,0,0,1,0,0,1,1,0,0.666666667,0,1,0,0.666666667,0,0.666666667,10.33333333,0,0,0,0,5.333333333,1,1,1.333333333,0.333333333,4.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,5,4,-0.5,0,0,-0.333333333,0,0,0,0,3,0,0,1,0,0,1,0,2,0,1,0,2,22,0,0,0,0,4,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0
53,cdHot Potato,repeat-m.lgp,5,5,5,5,2,2,-1,-2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-3,4,2,0,0,6,1,1,5,0,6,0,1,0,0,0,0,0,0,0,0,0,-0.257142857,5,3.666666667,-0.125,0,0,0.055555556,0,0,0,0,2,0,0,0.571428571,1,0,1.333333333,0.333333333,1.666666667,0.666666667,0.666666667,0,0.666666667,16.66666667,0,0,0,0,5.333333333,1,1,1.333333333,0.333333333,4.666666667,1.333333333,0.333333333,0,0,0,0,0,0,0,0,0,-3.333333333,2.333333333,0.311111111,0,0,0.55,0,0,0,0,1.333333333,0,0,1.666666667,0,0.666666667,1.333333333,0,0.666666667,0.333333333,1,0,0.333333333,15,0,0,0,0,6,1.666666667,1,2.666666667,0,6,1,0,0,0,0.333333333,0,0,0,0,0,0,2,4,-0.125,0,0,0.138888889,0,0,0,0,2,0,0,1.238095238,0,0,1.666666667,0.333333333,2,0.666666667,1,0,0.666666667,19,0,0,0,0,5.333333333,1,1,1.333333333,0.333333333,4.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,5,7,0.125,0,0,0.5,0,0,0,0,3,0,0,0.714285714,0,0,3,1,3,2,1,0,0,27,0,0,0,0,6,1,1,2,0,6,2,0,0,0,0,0,0,0,0,0,0
54,cdHot Potato,repeat-a.lgp,5,5,5,5,1,2.333333333,-1,-2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,0,0,0,7,2,1,7,0,7,0,0,0,0,0,0,0,0,1,0,0,-0.342857143,5,3.666666667,-0.125,0,0,0.055555556,0,0,0,0,2,0,0,0.571428571,1,0,1.333333333,0.333333333,1.666666667,0.666666667,0.666666667,0,0.666666667,16.66666667,0,0,0,0,5.333333333,1,1,1.333333333,0.333333333,4.666666667,1.333333333,0.333333333,0,0,0,0,0,0,0,0,0,-3.666666667,1.333333333,0.125,0,0,0.625,0,0,0,0,1,0,0,2.166666667,0,0,1,0,0.666666667,0,1,0,0,8.666666667,0,0,0,0,5,1,1,2.666666667,0,5,1,0.333333333,0,0,0,0,0,0,0,0,0,2.333333333,4.333333333,0,0,0,0.263888889,0,0,0,0,2.666666667,0,0,1.404761905,0,0,1.666666667,0.333333333,1.666666667,0.666666667,1,0,0.666666667,20.33333333,0,0,0,0,5.333333333,1,1,2.333333333,0.333333333,4.666666667,0.666666667,0.666666667,0,0,0,0,0,0,0,0,0,-3,2,0.375,0,0,0.625,0,0,0,0,2,0,0,2.5,0,0,1,0,0,0,1,0,0,12,0,0,0,0,6,1,1,5,0,6,0,1,0,0,0,0,0,0,0,0,0
55,cdHot Potato,repeat-b.lgp,5,5,5,5,2,2.333333333,-1,-2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,2,0,0,8,2,1,5,1,7,0,0,0,0,0,0,0,1,0,0,0,-0.2,5,5.666666667,0.026515152,0,0,0.146464646,0,0,1,0,2.333333333,0,0,0.849206349,0,0.333333333,2.333333333,0.333333333,2.333333333,0.666666667,1,0,0.666666667,22.66666667,0,0,0,0,5.666666667,1.333333333,1,3,0.333333333,5,0.666666667,0.333333333,0,0,0,0,0,0,0.333333333,0,0,-3.666666667,1.333333333,0.125,0,0,0.625,0,0,0,0,1,0,0,2.166666667,0,0,1,0,0.666666667,0,1,0,0,8.666666667,0,0,0,0,5,1,1,2.666666667,0,5,1,0.333333333,0,0,0,0,0,0,0,0,0,2.333333333,5,0.318181818,0,0,0.465909091,0,0,1,0,2,0,0,1.349206349,0,0.333333333,2.333333333,0.333333333,1.666666667,0.666666667,1,0,0,19.33333333,0,0,0,0,6.333333333,1.333333333,1,4.666666667,0,6.333333333,0.666666667,0.333333333,0,0,0,0,0,0,0.333333333,0,0,5,6,0.454545455,0,0,0.272727273,0,0,3,0,1,0,0,0.833333333,0,1,3,0,2,0,1,0,0,19,0,0,0,0,7,2,1,7,0,7,0,0,0,0,0,0,0,0,1,0,0
56,cdHot Potato,repeat-f.lgp,5,5,5,5,2,5,-1,-2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,4,0,0,4,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,-0.057142857,5,4.666666667,0.193181818,0,0,0.285353535,0,0,1.333333333,0,1.333333333,0,0,0.849206349,0,0.333333333,2.333333333,0.333333333,1.666666667,0.666666667,1,0,0.333333333,16.66666667,0,0,0,0,7,1.666666667,1,4.666666667,0.333333333,6.666666667,0.666666667,0,0,0,0,0,0,0.333333333,0.333333333,0,0,-3.666666667,1.333333333,0.125,0,0,0.625,0,0,0,0,1,0,0,2.166666667,0,0,1,0,0.666666667,0,1,0,0,8.666666667,0,0,0,0,5,1,1,2.666666667,0,5,1,0.333333333,0,0,0,0,0,0,0,0,0,2.333333333,3,0.276515152,0,0,0.327020202,0,0,1.333333333,0,1,0,0,1.444444444,0,0.333333333,1.666666667,0,0.666666667,0,1,0,0.333333333,11.66666667,0,0,0,0,7,1.666666667,1,5.666666667,0.333333333,6.666666667,0,0.333333333,0,0,0,0,0,0.333333333,0.333333333,0,0,5,1,0,0,0,0.083333333,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,4,0,0,0,0,8,2,1,5,1,7,0,0,0,0,0,0,0,1,0,0,0
57,cdHot Potato,repeat-f.lgp,5,5,5,5,2,5,-1,-2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,9,5,0,0,4,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0.085714286,5,3.666666667,0.262626263,0,0,0.174242424,0,0,2.333333333,0,0.333333333,0,0,0.694444444,0,0.333333333,2.666666667,0,1,0,1,0,0.333333333,11,0,0,0,0,6.333333333,1.666666667,1,4,0.666666667,5.333333333,0,0.333333333,0,0,0,0,0,0.333333333,0.333333333,0,0,-3.666666667,1.333333333,0.125,0,0,0.625,0,0,0,0,1,0,0,2.166666667,0,0,1,0,0.666666667,0,1,0,0,8.666666667,0,0,0,0,5,1,1,2.666666667,0,5,1,0.333333333,0,0,0,0,0,0,0,0,0,5,3.666666667,0.262626263,0,0,0.174242424,0,0,2.333333333,0,0.333333333,0,0,0.694444444,0,0.333333333,2.666666667,0,1,0,1,0,0.333333333,11,0,0,0,0,6.333333333,1.666666667,1,4,0.666666667,5.333333333,0,0.333333333,0,0,0,0,0,0.333333333,0.333333333,0,0,5,4,0.333333333,0,0,0.166666667,0,0,3,0,0,0,0,0.25,0,0,4,0,1,0,1,0,0,10,0,0,0,0,4,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0
58,cdHot Potato,repeat-g.lgp,5,5,5,5,2,3.333333333,-1,-2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-4,9,0,0,0,4,2,1,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0.085714286,5,3.666666667,0.262626263,0,0,0.174242424,0,0,2.333333333,0,0.333333333,0,0,0.694444444,0,0.333333333,2.666666667,0,1,0,1,0,0.333333333,11,0,0,0,0,6.333333333,1.666666667,1,4,0.666666667,5.333333333,0,0.333333333,0,0,0,0,0,0.333333333,0.333333333,0,0,-2.333333333,7.666666667,0.402777778,0,0,0.458333333,0,0,1,0,3.666666667,0,0,1.666666667,0,1.333333333,2,0.666666667,2.666666667,0.333333333,1,0,2,28,0.333333333,0,0,0,5.333333333,1,1,2.333333333,0.333333333,4.666666667,0.333333333,0.666666667,0,0,0,0,0,0,0,0,0,3.333333333,8.333333333,0.388888889,0,0,0.25,0,0,2.333333333,0,3,0,0,0.583333333,0,1.333333333,3,0.666666667,2.666666667,0.333333333,1,0,2.333333333,26,0.333333333,0,0,0,5.333333333,1.333333333,1,1.666666667,1,3.666666667,0,0.666666667,0,0,0,0,0,0.333333333,0,0,0,0,20,0.833333333,0,0,0.5,0,0,3,0,9,0,0,0.5,0,4,4,2,7,1,1,0,6,64,1,0,0,0,4,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0
59,cdHot Potato,repeat-a.lgp,5,5,5,5,1,-2.666666667,-1,-2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,0,0,0,7,2,1,7,0,7,0,0,0,0,0,0,0,0,1,0,0,-0.028571429,5,3.666666667,0.262626263,0,0,0.174242424,0,0,2.333333333,0,0.333333333,0,0,0.694444444,0,0.333333333,2.666666667,0,1,0,1,0,0.333333333,11,0,0,0,0,6.333333333,1.666666667,1,4,0.666666667,5.333333333,0,0.333333333,0,0,0,0,0,0.333333333,0.333333333,0,0,-2.333333333,7.666666667,0.402777778,0,0,0.708333333,0,0,1,0,4.333333333,0,0,2,0,1.333333333,2,0.666666667,2.666666667,0.333333333,1,0,2,27.66666667,0.333333333,0,0,0,4.666666667,1.333333333,1,2.333333333,0.666666667,3.666666667,0,1,0,0,0,0,0,0,0,0,0,0.333333333,8.333333333,0.388888889,0,0,0.555555556,0,0,2,0,3.666666667,0,0,1.25,0,1.333333333,3,0.666666667,3,0.333333333,1,0,2,27,0.333333333,0,0,0,4,1.333333333,1,0.666666667,1,2.333333333,0,1,0,0,0,0,0,0,0,0,0,-4,1,0,0,0,1,0,0,0,0,2,0,0,3,0,0,1,0,1,0,1,0,0,7,0,0,0,0,4,2,1,2,1,3,0,1,0,0,0,0,0,0,0,0,0
60,cdHot Potato,repeat-e.lgp,5,5,5,5,2,5,-1,-2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-4,12,3,0,0,6,1,1,2,0,6,2,0,0,0,0,0,0,0,0,0,0,0.257142857,5,8,0.292929293,0,0,0.176767677,0,0,2.333333333,0,5,0,0,0.3,1,1.333333333,2.333333333,0.666666667,4.333333333,1.333333333,1,0,0,23.66666667,0,0,0,0,5.666666667,1.333333333,1,3,0.333333333,5,0.666666667,0.333333333,0,0,0,0,0,0,0.333333333,0,0,-2.333333333,7.666666667,0.402777778,0,0,0.708333333,0,0,1,0,4.333333333,0,0,2,0,1.333333333,2,0.666666667,2.666666667,0.333333333,1,0,2,27.66666667,0.333333333,0,0,0,4.666666667,1.333333333,1,2.333333333,0.666666667,3.666666667,0,1,0,0,0,0,0,0,0,0,0,2,7,0.181818182,0,0,0.454545455,0,0,1.333333333,0,5.666666667,0,0,1.216666667,1,1.333333333,1.333333333,0.666666667,4.333333333,1.333333333,1,0,0,22.66666667,0,0,0,0,5.666666667,1.666666667,1,3.666666667,0.333333333,5.333333333,0.666666667,0.333333333,0,0,0,0,0,0,0.333333333,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,1,2,0,6,2,0,0,0,0,0,0,0,0,0,0
61,cdMadHatter,repeat-e.lgp,5,5,5,5,5,5,-1,-3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,0,0,6,1,1,2,0,6,2,0,0,0,0,0,0,0,0,0,0,-0.363636364,5,6,0.8,0,0,0.466666667,0,0,2,0,3,0,0,0.333333333,0,2,3,0,1,0,1,0,0,19,0,0,0,0,9,3,1,5,0,9,0,0,0,0,1,0,0,0,0,0,0,-2.333333333,4,0.531623932,0,0,0.461538462,0,0,0.666666667,0,2.333333333,0,0,0.523809524,1,0,2.333333333,0,0,0,1,0.333333333,0,17.66666667,0,0,0,0,9,2.333333333,1,5.333333333,0.666666667,8.333333333,0,0,0,0,0.333333333,0,0,0,0,0,0,-0.333333333,3.666666667,0.490598291,0,0,0.463247863,0,0,0.666666667,0,1.666666667,0,0,0.444444444,1,0.666666667,2,0,0.333333333,0,1,0.333333333,0,17.33333333,0,0,0,0,9,2.666666667,1,4.666666667,0.333333333,8.666666667,0,0,0,0,0.666666667,0,0,0,0,0,0,-3,2,0.133333333,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,17,0,0,0,0,9,3,1,5,0,9,0,0,0,0,1,0,0,0,0,0,0
62,cdMadHatter,repeat-f.lgp,5,5,5,5,1,3.666666667,-1,-3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-2,0,0,0,0,4,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,-0.345454545,5,6,0.8,0,0,0.466666667,0,0,2,0,3,0,0,0.333333333,0,2,3,0,1,0,1,0,0,19,0,0,0,0,9,3,1,5,0,9,0,0,0,0,1,0,0,0,0,0,0,-1.666666667,5,0.432264957,0,0,0.266025641,0,0,0,0,2,0,0,0.4,1,0,2,1,1.333333333,0,1,0.333333333,0,30.66666667,0,0,0,0,8,2,1,3.666666667,0.333333333,7.666666667,0.666666667,0,0,0,0.333333333,0,0,0,0,0,0,-1.666666667,5,0.432264957,0,0,0.266025641,0,0,0,0,2,0,0,0.4,1,0,2,1,1.333333333,0,1,0.333333333,0,30.66666667,0,0,0,0,8,2,1,3.666666667,0.333333333,7.666666667,0.666666667,0,0,0,0.333333333,0,0,0,0,0,0,1,10,0.625,0,0,-0.125,0,0,0,0,4,0,0,0.2,0,0,3,3,4,0,1,0,0,59,0,0,0,0,6,1,1,2,0,6,2,0,0,0,0,0,0,0,0,0,0
63,cdMadHatter,repeat-m.lgp,5,5,5,5,0,1.333333333,-1,-3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-2,0,0,0,0,6,1,1,5,0,6,0,1,0,0,0,0,0,0,0,0,0,-0.381818182,5,6,0.8,0,0,0.466666667,0,0,2,0,3,0,0,0.333333333,0,2,3,0,1,0,1,0,0,19,0,0,0,0,9,3,1,5,0,9,0,0,0,0,1,0,0,0,0,0,0,-1.333333333,8,0.395634921,0,0,0.148809524,0,0,0,0,3.333333333,0,0,0.205555556,1,0.333333333,2,1,2.666666667,0.333333333,1,0,0,38.33333333,0,0,0,0,6.333333333,1.666666667,1,2.333333333,0.333333333,5.666666667,0.666666667,0.333333333,0,0,0.333333333,0,0,0,0,0,0,-1.333333333,8,0.395634921,0,0,0.148809524,0,0,0,0,3.333333333,0,0,0.205555556,1,0.333333333,2,1,2.666666667,0.333333333,1,0,0,38.33333333,0,0,0,0,6.333333333,1.666666667,1,2.333333333,0.333333333,5.666666667,0.666666667,0.333333333,0,0,0.333333333,0,0,0,0,0,0,-2,12,0.428571429,0,0,0.571428571,0,0,0,0,6,0,0,0.416666667,0,1,2,0,4,1,1,0,0,39,0,0,0,0,4,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0
